"Year","DHB","Population","Month","Count","PopulationInterpolated"
2009,"Counties Manukau",472900,"May",43,471967
2010,"Counties Manukau",478900,"May",31,477844
2011,"Counties Manukau",485600,"May",40,484465
2012,"Counties Manukau",491500,"May",32,490736
2013,"Counties Manukau",496300,"May",30,495051
2014,"Counties Manukau",509200,"May",23,506743
1997,"Waikato",NA,"May",51,NA
1998,"Waikato",NA,"May",97,NA
1999,"Waikato",NA,"May",29,NA
2000,"Waikato",NA,"May",43,NA
2001,"Waikato",NA,"May",38,NA
2002,"Waikato",NA,"May",36,NA
2003,"Waikato",NA,"May",42,NA
2004,"Waikato",NA,"May",57,NA
2005,"Waikato",NA,"May",51,NA
2006,"Waikato",350200,"May",98,349554
2007,"Waikato",353800,"May",85,353217
2008,"Waikato",357500,"May",26,356834
2009,"Waikato",362000,"May",31,361210
2010,"Waikato",366800,"May",29,366003
2011,"Waikato",371300,"May",45,370604
2012,"Waikato",374800,"May",41,374300
2013,"Waikato",377900,"May",44,377258
2014,"Waikato",383500,"May",41,382412
1997,"Lakes",NA,"May",5,NA
1998,"Lakes",NA,"May",16,NA
1999,"Lakes",NA,"May",9,NA
2000,"Lakes",NA,"May",13,NA
2001,"Lakes",NA,"May",9,NA
2002,"Lakes",NA,"May",9,NA
2003,"Lakes",NA,"May",11,NA
2004,"Lakes",NA,"May",18,NA
2005,"Lakes",NA,"May",9,NA
2006,"Lakes",101500,"May",38,101540
2007,"Lakes",101400,"May",29,101400
2008,"Lakes",101500,"May",10,101476
2009,"Lakes",101800,"May",6,101711
2010,"Lakes",102600,"May",16,102469
2011,"Lakes",103100,"May",7,103040
2012,"Lakes",103300,"May",12,103296
2013,"Lakes",103200,"May",14,103203
2014,"Lakes",103600,"May",5,103482
1997,"Bay of Plenty",NA,"May",12,NA
1998,"Bay of Plenty",NA,"May",34,NA
1999,"Bay of Plenty",NA,"May",13,NA
2000,"Bay of Plenty",NA,"May",20,NA
2001,"Bay of Plenty",NA,"May",30,NA
2002,"Bay of Plenty",NA,"May",23,NA
2003,"Bay of Plenty",NA,"May",21,NA
2004,"Bay of Plenty",NA,"May",23,NA
2005,"Bay of Plenty",NA,"May",28,NA
2006,"Bay of Plenty",200800,"May",64,200231
2007,"Bay of Plenty",203600,"May",33,203190
2008,"Bay of Plenty",205900,"May",12,205513
2009,"Bay of Plenty",208400,"May",17,207970
2010,"Bay of Plenty",211000,"May",20,210565
2011,"Bay of Plenty",213200,"May",18,212938
2012,"Bay of Plenty",213900,"May",18,213812
2013,"Bay of Plenty",215000,"May",13,214737
2014,"Bay of Plenty",217400,"May",16,216893
1997,"Tairawhiti",NA,"May",3,NA
1998,"Tairawhiti",NA,"May",5,NA
1999,"Tairawhiti",NA,"May",2,NA
2000,"Tairawhiti",NA,"May",4,NA
2001,"Tairawhiti",NA,"May",3,NA
2002,"Tairawhiti",NA,"May",4,NA
2003,"Tairawhiti",NA,"May",8,NA
2004,"Tairawhiti",NA,"May",5,NA
2005,"Tairawhiti",NA,"May",6,NA
2006,"Tairawhiti",45900,"May",6,45902
2007,"Tairawhiti",45900,"May",3,45896
2008,"Tairawhiti",46000,"May",7,45972
2009,"Tairawhiti",46300,"May",0,46234
2010,"Tairawhiti",46700,"May",2,46653
2011,"Tairawhiti",46800,"May",7,46782
2012,"Tairawhiti",47000,"May",0,46975
2013,"Tairawhiti",47000,"May",1,47003
2014,"Tairawhiti",47100,"May",4,47070
1997,"Taranaki",NA,"May",4,NA
1998,"Taranaki",NA,"May",20,NA
1999,"Taranaki",NA,"May",7,NA
2000,"Taranaki",NA,"May",8,NA
2001,"Taranaki",NA,"May",15,NA
2002,"Taranaki",NA,"May",13,NA
2003,"Taranaki",NA,"May",16,NA
2004,"Taranaki",NA,"May",16,NA
2005,"Taranaki",NA,"May",8,NA
2006,"Taranaki",107400,"May",39,107388
2007,"Taranaki",107700,"May",32,107623
2008,"Taranaki",108400,"May",8,108254
2009,"Taranaki",109500,"May",8,109296
2010,"Taranaki",110800,"May",14,110582
2011,"Taranaki",112000,"May",8,111820
2012,"Taranaki",112900,"May",20,112763
2013,"Taranaki",113800,"May",7,113628
2014,"Taranaki",115000,"May",9,114800
1997,"Hawke's Bay",NA,"May",25,NA
1998,"Hawke's Bay",NA,"May",41,NA
1999,"Hawke's Bay",NA,"May",34,NA
2000,"Hawke's Bay",NA,"May",24,NA
2001,"Hawke's Bay",NA,"May",24,NA
2002,"Hawke's Bay",NA,"May",23,NA
2003,"Hawke's Bay",NA,"May",33,NA
2004,"Hawke's Bay",NA,"May",29,NA
2005,"Hawke's Bay",NA,"May",40,NA
2006,"Hawke's Bay",152600,"May",40,152407
2007,"Hawke's Bay",153400,"May",37,153295
2008,"Hawke's Bay",154000,"May",18,153893
2009,"Hawke's Bay",155000,"May",18,154764
2010,"Hawke's Bay",156800,"May",10,156516
2011,"Hawke's Bay",157800,"May",31,157712
2012,"Hawke's Bay",158000,"May",23,157969
2013,"Hawke's Bay",158500,"May",16,158383
2014,"Hawke's Bay",159400,"May",15,159231
2015,"Northland",168300,"May",11,167803
2015,"Waitemata",575600,"May",56,573181
2015,"Auckland",490000,"May",31,486557
2015,"Counties Manukau",521700,"May",33,520084
2015,"Waikato",390600,"May",25,389372
2015,"Lakes",104800,"May",8,104535
2015,"Bay of Plenty",221500,"May",10,220682
2015,"Tairawhiti",47400,"May",3,47334
2015,"Taranaki",115900,"May",8,115800
2015,"Hawke's Bay",160500,"May",18,160311
2015,"Whanganui",62600,"May",4,62471
2015,"MidCentral",172100,"May",3,171806
2015,"Hutt Valley",144000,"May",7,143977
2015,"Capital and Coast",301100,"May",29,300327
2015,"Wairarapa",43200,"May",5,43138
2015,"Nelson Marlborough",144800,"May",21,144444
2015,"West Coast",32700,"May",6,32700
2015,"Canterbury",526100,"May",61,524246
2015,"South Canterbury",58600,"May",8,58516
2015,"Southern",314000,"May",37,313343
1997,"Hawke's Bay",NA,"June",55,NA
1998,"Hawke's Bay",NA,"June",30,NA
1999,"Hawke's Bay",NA,"June",31,NA
2000,"Hawke's Bay",NA,"June",22,NA
2001,"Hawke's Bay",NA,"June",15,NA
2002,"Hawke's Bay",NA,"June",9,NA
2003,"Hawke's Bay",NA,"June",35,NA
2004,"Hawke's Bay",NA,"June",28,NA
2005,"Hawke's Bay",NA,"June",30,NA
2006,"Hawke's Bay",152600,"June",44,152507
2007,"Hawke's Bay",153400,"June",40,153348
2008,"Hawke's Bay",154000,"June",13,153946
2009,"Hawke's Bay",155000,"June",19,154877
2010,"Hawke's Bay",156800,"June",17,156662
2011,"Hawke's Bay",157800,"June",24,157760
2012,"Hawke's Bay",158000,"June",12,157983
2013,"Hawke's Bay",158500,"June",20,158440
2014,"Hawke's Bay",159400,"June",18,159315
2015,"Hawke's Bay",160500,"June",13,160406
1997,"Whanganui",NA,"June",5,NA
1998,"Whanganui",NA,"June",12,NA
1999,"Whanganui",NA,"June",6,NA
2000,"Whanganui",NA,"June",5,NA
2001,"Whanganui",NA,"June",12,NA
2002,"Whanganui",NA,"June",4,NA
2003,"Whanganui",NA,"June",5,NA
2004,"Whanganui",NA,"June",7,NA
2005,"Whanganui",NA,"June",10,NA
2006,"Whanganui",64000,"June",17,64050
2007,"Whanganui",63500,"June",18,63534
2008,"Whanganui",63200,"June",4,63217
2009,"Whanganui",63100,"June",9,63103
2010,"Whanganui",63100,"June",5,63097
2011,"Whanganui",63000,"June",4,63033
2012,"Whanganui",62400,"June",4,62437
2013,"Whanganui",62300,"June",6,62303
2014,"Whanganui",62200,"June",5,62200
1997,"MidCentral",NA,"June",16,NA
1998,"MidCentral",NA,"June",18,NA
1999,"MidCentral",NA,"June",17,NA
2000,"MidCentral",NA,"June",11,NA
2001,"MidCentral",NA,"June",12,NA
2002,"MidCentral",NA,"June",9,NA
2003,"MidCentral",NA,"June",14,NA
2004,"MidCentral",NA,"June",15,NA
2005,"MidCentral",NA,"June",20,NA
2006,"MidCentral",164000,"June",34,163993
2007,"MidCentral",164100,"June",24,164086
2008,"MidCentral",164500,"June",5,164442
2009,"MidCentral",165500,"June",12,165408
2010,"MidCentral",166600,"June",19,166502
2011,"MidCentral",167800,"June",23,167711
2012,"MidCentral",168500,"June",9,168468
2013,"MidCentral",168900,"June",17,168837
2014,"MidCentral",170300,"June",18,170154
1997,"Hutt Valley",NA,"June",21,NA
1998,"Hutt Valley",NA,"June",56,NA
1999,"Hutt Valley",NA,"June",26,NA
2000,"Hutt Valley",NA,"June",23,NA
2001,"Hutt Valley",NA,"June",27,NA
2002,"Hutt Valley",NA,"June",26,NA
2003,"Hutt Valley",NA,"June",23,NA
2004,"Hutt Valley",NA,"June",33,NA
2005,"Hutt Valley",NA,"June",28,NA
2006,"Hutt Valley",140900,"June",55,140818
2007,"Hutt Valley",141200,"June",33,141209
2008,"Hutt Valley",141100,"June",10,141085
2009,"Hutt Valley",141700,"June",23,141638
2010,"Hutt Valley",142400,"June",24,142341
2011,"Hutt Valley",142900,"June",17,142894
2012,"Hutt Valley",142500,"June",12,142538
2013,"Hutt Valley",142500,"June",9,142460
2014,"Hutt Valley",143400,"June",11,143317
1997,"Capital and Coast",NA,"June",82,NA
1998,"Capital and Coast",NA,"June",115,NA
1999,"Capital and Coast",NA,"June",52,NA
2000,"Capital and Coast",NA,"June",61,NA
2001,"Capital and Coast",NA,"June",56,NA
2002,"Capital and Coast",NA,"June",54,NA
2003,"Capital and Coast",NA,"June",63,NA
2004,"Capital and Coast",NA,"June",68,NA
2005,"Capital and Coast",NA,"June",60,NA
2006,"Capital and Coast",278000,"June",139,277720
2007,"Capital and Coast",280500,"June",69,280336
2008,"Capital and Coast",282500,"June",20,282301
2009,"Capital and Coast",285300,"June",45,285075
2010,"Capital and Coast",287700,"June",41,287491
2011,"Capital and Coast",290400,"June",46,290192
2012,"Capital and Coast",292200,"June",25,292096
2013,"Capital and Coast",293500,"June",27,293337
2014,"Capital and Coast",296700,"June",41,296369
1997,"Wairarapa",NA,"June",2,NA
1998,"Wairarapa",NA,"June",4,NA
1999,"Wairarapa",NA,"June",5,NA
2000,"Wairarapa",NA,"June",5,NA
2001,"Wairarapa",NA,"June",4,NA
2002,"Wairarapa",NA,"June",0,NA
2003,"Wairarapa",NA,"June",7,NA
2004,"Wairarapa",NA,"June",5,NA
2005,"Wairarapa",NA,"June",3,NA
2006,"Wairarapa",39600,"June",14,39600
2007,"Wairarapa",39800,"June",5,39772
2008,"Wairarapa",40200,"June",1,40167
2009,"Wairarapa",40600,"June",0,40561
2010,"Wairarapa",41200,"June",4,41145
2011,"Wairarapa",41800,"June",4,41761
2012,"Wairarapa",42100,"June",2,42079
2013,"Wairarapa",42400,"June",3,42371
2014,"Wairarapa",42800,"June",6,42765
1997,"Nelson Marlborough",NA,"June",8,NA
1998,"Nelson Marlborough",NA,"June",9,NA
1999,"Nelson Marlborough",NA,"June",13,NA
2000,"Nelson Marlborough",NA,"June",7,NA
2001,"Nelson Marlborough",NA,"June",8,NA
2002,"Nelson Marlborough",NA,"June",8,NA
2003,"Nelson Marlborough",NA,"June",19,NA
2004,"Nelson Marlborough",NA,"June",20,NA
2005,"Nelson Marlborough",NA,"June",21,NA
2006,"Nelson Marlborough",133600,"June",26,133533
2007,"Nelson Marlborough",134600,"June",32,134506
2008,"Nelson Marlborough",135800,"June",4,135699
2009,"Nelson Marlborough",137000,"June",11,136898
2010,"Nelson Marlborough",138500,"June",15,138342
2011,"Nelson Marlborough",140500,"June",15,140371
2012,"Nelson Marlborough",141300,"June",13,141251
2013,"Nelson Marlborough",142100,"June",12,142026
2014,"Nelson Marlborough",143100,"June",14,142999
1997,"West Coast",NA,"June",4,NA
1998,"West Coast",NA,"June",3,NA
1999,"West Coast",NA,"June",4,NA
2000,"West Coast",NA,"June",1,NA
2001,"West Coast",NA,"June",3,NA
2002,"West Coast",NA,"June",7,NA
2003,"West Coast",NA,"June",10,NA
2004,"West Coast",NA,"June",8,NA
2005,"West Coast",NA,"June",4,NA
2006,"West Coast",32100,"June",5,32067
2007,"West Coast",32300,"June",4,32293
2008,"West Coast",32400,"June",0,32382
2009,"West Coast",32700,"June",4,32682
2010,"West Coast",32800,"June",2,32785
2011,"West Coast",33100,"June",1,33082
2012,"West Coast",33100,"June",4,33107
2013,"West Coast",33000,"June",3,33012
2014,"West Coast",32800,"June",1,32816
1997,"Canterbury",NA,"June",28,NA
1998,"Canterbury",NA,"June",92,NA
1999,"Canterbury",NA,"June",71,NA
2000,"Canterbury",NA,"June",50,NA
2001,"Canterbury",NA,"June",26,NA
2002,"Canterbury",NA,"June",51,NA
2003,"Canterbury",NA,"June",91,NA
2004,"Canterbury",NA,"June",92,NA
2005,"Canterbury",NA,"June",152,NA
2006,"Canterbury",483400,"June",122,482745
2007,"Canterbury",490500,"June",109,489947
2008,"Canterbury",496700,"June",27,496224
2009,"Canterbury",503200,"June",35,502487
2010,"Canterbury",509900,"June",42,509931
2011,"Canterbury",500900,"June",57,501745
2012,"Canterbury",497200,"June",62,497061
2013,"Canterbury",503700,"June",41,502919
2014,"Canterbury",514500,"June",59,513530
1997,"South Canterbury",NA,"June",10,NA
1998,"South Canterbury",NA,"June",5,NA
1999,"South Canterbury",NA,"June",7,NA
2000,"South Canterbury",NA,"June",7,NA
2001,"South Canterbury",NA,"June",9,NA
2002,"South Canterbury",NA,"June",17,NA
2003,"South Canterbury",NA,"June",9,NA
2004,"South Canterbury",NA,"June",22,NA
2005,"South Canterbury",NA,"June",19,NA
2006,"South Canterbury",55100,"June",19,55080
2007,"South Canterbury",55300,"June",9,55285
2008,"South Canterbury",55500,"June",9,55480
2009,"South Canterbury",55800,"June",10,55772
2010,"South Canterbury",56200,"June",12,56161
2011,"South Canterbury",56700,"June",13,56662
2012,"South Canterbury",57100,"June",9,57065
2013,"South Canterbury",57600,"June",9,57557
2014,"South Canterbury",58100,"June",13,58059
1997,"Northland",NA,"June",7,NA
1998,"Northland",NA,"June",13,NA
1999,"Northland",NA,"June",5,NA
2000,"Northland",NA,"June",10,NA
2001,"Northland",NA,"June",9,NA
2002,"Northland",NA,"June",31,NA
2003,"Northland",NA,"June",16,NA
2004,"Northland",NA,"June",24,NA
2005,"Northland",NA,"June",14,NA
2006,"Northland",152700,"June",26,152521
2007,"Northland",154600,"June",20,154454
2008,"Northland",156300,"June",12,156158
2009,"Northland",158200,"June",10,158019
2010,"Northland",160600,"June",12,160403
2011,"Northland",162500,"June",11,162384
2012,"Northland",163500,"June",12,163418
2013,"Northland",164700,"June",10,164597
2014,"Northland",166000,"June",12,165869
1997,"Waitemata",NA,"June",42,NA
1998,"Waitemata",NA,"June",95,NA
1999,"Waitemata",NA,"June",80,NA
2000,"Waitemata",NA,"June",41,NA
2001,"Waitemata",NA,"June",57,NA
2002,"Waitemata",NA,"June",164,NA
2003,"Waitemata",NA,"June",114,NA
2004,"Waitemata",NA,"June",115,NA
2005,"Waitemata",NA,"June",79,NA
2006,"Waitemata",504700,"June",192,503998
2007,"Waitemata",511700,"June",98,511194
2008,"Waitemata",517400,"June",38,516922
2009,"Waitemata",523600,"June",64,523051
2010,"Waitemata",530700,"June",56,530066
2011,"Waitemata",538500,"June",45,537876
2012,"Waitemata",545400,"June",50,544837
2013,"Waitemata",552800,"June",43,552111
2014,"Waitemata",562600,"June",46,561670
1997,"Southern",NA,"June",29,NA
1998,"Southern",NA,"June",49,NA
1999,"Southern",NA,"June",37,NA
2000,"Southern",NA,"June",54,NA
2001,"Southern",NA,"June",28,NA
2002,"Southern",NA,"June",56,NA
2003,"Southern",NA,"June",42,NA
2004,"Southern",NA,"June",79,NA
2005,"Southern",NA,"June",58,NA
2006,"Southern",294600,"June",94,294511
2007,"Southern",295700,"June",53,295604
2008,"Southern",297000,"June",26,296878
2009,"Southern",298700,"June",16,298543
2010,"Southern",301000,"June",29,300762
2011,"Southern",303900,"June",21,303721
2012,"Southern",304900,"June",35,304842
2013,"Southern",306400,"June",20,306197
2014,"Southern",309900,"June",18,309560
1997,"Auckland",NA,"June",41,NA
1998,"Auckland",NA,"June",101,NA
1999,"Auckland",NA,"June",83,NA
2000,"Auckland",NA,"June",37,NA
2001,"Auckland",NA,"June",49,NA
2002,"Auckland",NA,"June",149,NA
2003,"Auckland",NA,"June",108,NA
2004,"Auckland",NA,"June",110,NA
2005,"Auckland",NA,"June",95,NA
2006,"Auckland",428300,"June",158,427921
2007,"Auckland",432200,"June",89,431904
2008,"Auckland",436000,"June",37,435634
2009,"Auckland",441000,"June",43,440584
2010,"Auckland",445900,"June",46,445453
2011,"Auckland",451700,"June",38,451246
2012,"Auckland",456000,"June",19,455709
2013,"Auckland",460500,"June",36,459921
2014,"Auckland",471900,"June",28,470671
1997,"Counties Manukau",NA,"June",27,NA
1998,"Counties Manukau",NA,"June",51,NA
1999,"Counties Manukau",NA,"June",61,NA
2000,"Counties Manukau",NA,"June",43,NA
2001,"Counties Manukau",NA,"June",44,NA
2002,"Counties Manukau",NA,"June",108,NA
2003,"Counties Manukau",NA,"June",85,NA
2004,"Counties Manukau",NA,"June",90,NA
2005,"Counties Manukau",NA,"June",57,NA
2006,"Counties Manukau",454800,"June",135,454167
2007,"Counties Manukau",461600,"June",67,461081
2008,"Counties Manukau",467400,"June",24,466939
2009,"Counties Manukau",472900,"June",44,472432
2010,"Counties Manukau",478900,"June",37,478369
2011,"Counties Manukau",485600,"June",32,485033
2012,"Counties Manukau",491500,"June",30,491134
2013,"Counties Manukau",496300,"June",39,495633
2014,"Counties Manukau",509200,"June",37,507972
1997,"Waikato",NA,"June",51,NA
1998,"Waikato",NA,"June",62,NA
1999,"Waikato",NA,"June",47,NA
2000,"Waikato",NA,"June",46,NA
2001,"Waikato",NA,"June",45,NA
2002,"Waikato",NA,"June",71,NA
2003,"Waikato",NA,"June",61,NA
2004,"Waikato",NA,"June",68,NA
2005,"Waikato",NA,"June",43,NA
2006,"Waikato",350200,"June",88,349880
2007,"Waikato",353800,"June",70,353508
2008,"Waikato",357500,"June",12,357163
2009,"Waikato",362000,"June",26,361604
2010,"Waikato",366800,"June",38,366402
2011,"Waikato",371300,"June",25,370956
2012,"Waikato",374800,"June",18,374555
2013,"Waikato",377900,"June",41,377567
2014,"Waikato",383500,"June",24,382951
1997,"Lakes",NA,"June",8,NA
1998,"Lakes",NA,"June",16,NA
1999,"Lakes",NA,"June",13,NA
2000,"Lakes",NA,"June",3,NA
2001,"Lakes",NA,"June",13,NA
2002,"Lakes",NA,"June",13,NA
2003,"Lakes",NA,"June",17,NA
2004,"Lakes",NA,"June",16,NA
2005,"Lakes",NA,"June",14,NA
2006,"Lakes",101500,"June",41,101519
2007,"Lakes",101400,"June",17,101399
2008,"Lakes",101500,"June",5,101488
2009,"Lakes",101800,"June",8,101753
2010,"Lakes",102600,"June",14,102536
2011,"Lakes",103100,"June",9,103071
2012,"Lakes",103300,"June",9,103300
2013,"Lakes",103200,"June",5,103199
2014,"Lakes",103600,"June",7,103538
1997,"Bay of Plenty",NA,"June",7,NA
1998,"Bay of Plenty",NA,"June",22,NA
1999,"Bay of Plenty",NA,"June",8,NA
2000,"Bay of Plenty",NA,"June",20,NA
2001,"Bay of Plenty",NA,"June",19,NA
2002,"Bay of Plenty",NA,"June",27,NA
2003,"Bay of Plenty",NA,"June",18,NA
2004,"Bay of Plenty",NA,"June",22,NA
2005,"Bay of Plenty",NA,"June",21,NA
2006,"Bay of Plenty",200800,"June",46,200520
2007,"Bay of Plenty",203600,"June",28,203397
2008,"Bay of Plenty",205900,"June",13,205705
2009,"Bay of Plenty",208400,"June",10,208185
2010,"Bay of Plenty",211000,"June",23,210783
2011,"Bay of Plenty",213200,"June",19,213077
2012,"Bay of Plenty",213900,"June",8,213854
2013,"Bay of Plenty",215000,"June",14,214864
2014,"Bay of Plenty",217400,"June",17,217141
1997,"Tairawhiti",NA,"June",6,NA
1998,"Tairawhiti",NA,"June",5,NA
1999,"Tairawhiti",NA,"June",5,NA
2000,"Tairawhiti",NA,"June",1,NA
2001,"Tairawhiti",NA,"June",7,NA
2002,"Tairawhiti",NA,"June",4,NA
2003,"Tairawhiti",NA,"June",3,NA
2004,"Tairawhiti",NA,"June",6,NA
2005,"Tairawhiti",NA,"June",4,NA
2006,"Tairawhiti",45900,"June",8,45901
2007,"Tairawhiti",45900,"June",0,45898
2008,"Tairawhiti",46000,"June",4,45985
2009,"Tairawhiti",46300,"June",2,46266
2010,"Tairawhiti",46700,"June",5,46678
2011,"Tairawhiti",46800,"June",4,46790
2012,"Tairawhiti",47000,"June",0,46989
2013,"Tairawhiti",47000,"June",8,47001
2014,"Tairawhiti",47100,"June",6,47084
1997,"Taranaki",NA,"June",6,NA
1998,"Taranaki",NA,"June",13,NA
1999,"Taranaki",NA,"June",7,NA
2000,"Taranaki",NA,"June",11,NA
2001,"Taranaki",NA,"June",10,NA
2002,"Taranaki",NA,"June",12,NA
2003,"Taranaki",NA,"June",10,NA
2004,"Taranaki",NA,"June",14,NA
2005,"Taranaki",NA,"June",9,NA
2006,"Taranaki",107400,"June",26,107393
2007,"Taranaki",107700,"June",39,107660
2008,"Taranaki",108400,"June",10,108325
2009,"Taranaki",109500,"June",6,109397
2010,"Taranaki",110800,"June",12,110691
2011,"Taranaki",112000,"June",13,111912
2012,"Taranaki",112900,"June",8,112832
2013,"Taranaki",113800,"June",10,113712
2014,"Taranaki",115000,"June",7,114901
1997,"Hawke's Bay",NA,"June",55,NA
1998,"Hawke's Bay",NA,"June",30,NA
1999,"Hawke's Bay",NA,"June",31,NA
2000,"Hawke's Bay",NA,"June",22,NA
2001,"Hawke's Bay",NA,"June",15,NA
2002,"Hawke's Bay",NA,"June",9,NA
2003,"Hawke's Bay",NA,"June",35,NA
2004,"Hawke's Bay",NA,"June",28,NA
2005,"Hawke's Bay",NA,"June",30,NA
2006,"Hawke's Bay",152600,"June",44,152507
2007,"Hawke's Bay",153400,"June",40,153348
2008,"Hawke's Bay",154000,"June",13,153946
2009,"Hawke's Bay",155000,"June",19,154877
2010,"Hawke's Bay",156800,"June",17,156662
2011,"Hawke's Bay",157800,"June",24,157760
2012,"Hawke's Bay",158000,"June",12,157983
2013,"Hawke's Bay",158500,"June",20,158440
2014,"Hawke's Bay",159400,"June",18,159315
2015,"Northland",168300,"June",12,168045
2015,"Waitemata",575600,"June",64,574377
2015,"Auckland",490000,"June",38,488258
2015,"Counties Manukau",521700,"June",26,520925
2015,"Waikato",390600,"June",34,389985
2015,"Lakes",104800,"June",12,104664
2015,"Bay of Plenty",221500,"June",15,221084
2015,"Tairawhiti",47400,"June",4,47366
2015,"Taranaki",115900,"June",11,115853
2015,"Hawke's Bay",160500,"June",13,160406
2015,"Whanganui",62600,"June",2,62532
2015,"MidCentral",172100,"June",9,171954
2015,"Hutt Valley",144000,"June",8,143994
2015,"Capital and Coast",301100,"June",28,300712
